Group,Recording_ID,Label,Sweep_Number,Peak_Index,Peak_Time_s,Peak_Time_ms,Peak_Voltage_mV
L + ACR2-CTZ,CTZ-7,Before,7,1511,0.1511,151.10000000000002,17.974853515625
L + ACR2-CTZ,CTZ-7,Before,7,2011,0.2011,201.1,18.798828125
L + ACR2-CTZ,CTZ-7,Before,7,2736,0.2736,273.6,19.622802734375
L + ACR2-CTZ,CTZ-7,Before,7,2805,0.2805,280.5,18.9208984375
L + ACR2-CTZ,CTZ-7,Before,8,1291,0.1291,129.1,16.7236328125
L + ACR2-CTZ,CTZ-7,Before,8,1512,0.1512,151.2,17.76123046875
L + ACR2-CTZ,CTZ-7,Before,8,1780,0.17800000000000002,178.00000000000003,18.585205078125
L + ACR2-CTZ,CTZ-7,Before,8,2110,0.21100000000000002,211.00000000000003,18.280029296875
L + ACR2-CTZ,CTZ-7,Before,8,2413,0.24130000000000001,241.3,17.7001953125
L + ACR2-CTZ,CTZ-7,Before,8,2716,0.2716,271.6,18.24951171875
L + ACR2-CTZ,CTZ-7,Before,8,3153,0.3153,315.3,17.88330078125
L + ACR2-CTZ,CTZ-7,Before,8,6131,0.6131,613.1,17.547607421875
L + ACR2-CTZ,CTZ-7,Before,9,1283,0.1283,128.3,16.90673828125
L + ACR2-CTZ,CTZ-7,Before,9,1436,0.1436,143.6,17.364501953125
L + ACR2-CTZ,CTZ-7,Before,9,1625,0.1625,162.5,17.9443359375
L + ACR2-CTZ,CTZ-7,Before,9,1837,0.1837,183.7,18.49365234375
L + ACR2-CTZ,CTZ-7,Before,9,2078,0.2078,207.8,18.24951171875
L + ACR2-CTZ,CTZ-7,Before,9,2338,0.2338,233.8,18.00537109375
L + ACR2-CTZ,CTZ-7,Before,9,2658,0.26580000000000004,265.8,17.27294921875
L + ACR2-CTZ,CTZ-7,Before,9,2980,0.298,298.0,16.876220703125
L + ACR2-CTZ,CTZ-7,Before,9,3649,0.3649,364.9,16.78466796875
L + ACR2-CTZ,CTZ-7,Before,9,3910,0.391,391.0,17.608642578125
L + ACR2-CTZ,CTZ-7,Before,9,4734,0.47340000000000004,473.40000000000003,18.157958984375
L + ACR2-CTZ,CTZ-7,Before,9,5158,0.5158,515.8000000000001,17.2119140625
L + ACR2-CTZ,CTZ-7,Before,9,5568,0.5568000000000001,556.8000000000001,17.51708984375
L + ACR2-CTZ,CTZ-7,Before,9,7260,0.7260000000000001,726.0000000000001,17.120361328125
L + ACR2-CTZ,CTZ-7,Before,9,8903,0.8903000000000001,890.3000000000001,18.035888671875
L + ACR2-CTZ,CTZ-7,Before,9,9234,0.9234,923.4,17.486572265625
