Group,Recording_ID,Label,Sweep_Number,Line_Points,N_Peaks,Peak_Indices,Peak_Times_s
L + CS-Veh,Veh-4,Before,0,"[[0.008444444444444366, 9.43603515625], [1.184301075268817, 6.034342447916671]]",0,[],[]
L + CS-Veh,Veh-4,Before,1,"[[0.008444444444444366, 9.43603515625], [1.184301075268817, 6.034342447916671]]",0,[],[]
L + CS-Veh,Veh-4,Before,2,"[[0.008444444444444366, 9.43603515625], [1.184301075268817, 6.034342447916671]]",0,[],[]
L + CS-Veh,Veh-4,Before,3,"[[0.008444444444444366, 9.43603515625], [1.184301075268817, 6.034342447916671]]",0,[],[]
L + CS-Veh,Veh-4,Before,4,"[[0.008444444444444366, 9.43603515625], [1.184301075268817, 6.034342447916671]]",0,[],[]
L + CS-Veh,Veh-4,Before,5,"[[0.008444444444444366, 9.43603515625], [1.184301075268817, 6.034342447916671]]",1,[1420],[0.14200000000000002]
L + CS-Veh,Veh-4,Before,6,"[[0.008444444444444366, 9.43603515625], [1.184301075268817, 6.034342447916671]]",4,"[1335, 1590, 1983, 2476]","[0.1335, 0.159, 0.1983, 0.24760000000000001]"
L + CS-Veh,Veh-4,Before,7,"[[0.008444444444444366, 9.43603515625], [1.184301075268817, 6.034342447916671]]",9,"[1315, 1505, 1751, 2056, 2384, 2762, 3163, 3632, 4329]","[0.1315, 0.1505, 0.1751, 0.2056, 0.2384, 0.2762, 0.3163, 0.3632, 0.4329]"
L + CS-Veh,Veh-4,Before,8,"[[0.008444444444444366, 9.43603515625], [1.184301075268817, 6.034342447916671]]",16,"[1302, 1452, 1650, 1879, 2138, 2417, 2704, 3016, 3343, 3686, 4053, 4510, 4918, 5382, 5939, 7286]","[0.1302, 0.1452, 0.165, 0.1879, 0.21380000000000002, 0.2417, 0.27040000000000003, 0.30160000000000003, 0.33430000000000004, 0.36860000000000004, 0.4053, 0.451, 0.4918, 0.5382, 0.5939, 0.7286]"
L + CS-Veh,Veh-4,Before,9,"[[0.008444444444444366, 9.43603515625], [1.184301075268817, 6.034342447916671]]",24,"[1292, 1414, 1589, 1787, 2012, 2238, 2490, 2754, 3025, 3305, 3624, 3953, 4293, 4642, 5005, 5383, 5753, 6197, 6670, 7083, 7643, 8098, 8614, 9117]","[0.1292, 0.1414, 0.1589, 0.1787, 0.20120000000000002, 0.2238, 0.249, 0.27540000000000003, 0.3025, 0.3305, 0.3624, 0.39530000000000004, 0.4293, 0.4642, 0.5005000000000001, 0.5383, 0.5753, 0.6197, 0.667, 0.7083, 0.7643000000000001, 0.8098000000000001, 0.8614, 0.9117000000000001]"
L + CS-Veh,Veh-4,After,0,"[[0.039778526721232554, 12.947155180431537], [1.2040731824747233, -9.36032249813988]]",0,[],[]
L + CS-Veh,Veh-4,After,1,"[[0.039778526721232554, 12.947155180431537], [1.2040731824747233, -9.36032249813988]]",0,[],[]
L + CS-Veh,Veh-4,After,2,"[[0.039778526721232554, 12.947155180431537], [1.2040731824747233, -9.36032249813988]]",0,[],[]
L + CS-Veh,Veh-4,After,3,"[[0.039778526721232554, 12.947155180431537], [1.2040731824747233, -9.36032249813988]]",0,[],[]
L + CS-Veh,Veh-4,After,4,"[[0.039778526721232554, 12.947155180431537], [1.2040731824747233, -9.36032249813988]]",0,[],[]
L + CS-Veh,Veh-4,After,5,"[[0.039778526721232554, 12.947155180431537], [1.2040731824747233, -9.36032249813988]]",1,[1429],[0.1429]
L + CS-Veh,Veh-4,After,6,"[[0.039778526721232554, 12.947155180431537], [1.2040731824747233, -9.36032249813988]]",4,"[1339, 1572, 1912, 2323]","[0.13390000000000002, 0.1572, 0.1912, 0.2323]"
L + CS-Veh,Veh-4,After,7,"[[0.039778526721232554, 12.947155180431537], [1.2040731824747233, -9.36032249813988]]",8,"[1316, 1501, 1765, 2058, 2397, 2775, 3169, 3689]","[0.1316, 0.1501, 0.17650000000000002, 0.2058, 0.23970000000000002, 0.2775, 0.3169, 0.3689]"
L + CS-Veh,Veh-4,After,8,"[[0.039778526721232554, 12.947155180431537], [1.2040731824747233, -9.36032249813988]]",16,"[1298, 1444, 1639, 1873, 2118, 2407, 2695, 3023, 3381, 3741, 4170, 4775, 5193, 6690, 7403, 9062]","[0.1298, 0.1444, 0.16390000000000002, 0.18730000000000002, 0.21180000000000002, 0.24070000000000003, 0.2695, 0.3023, 0.3381, 0.37410000000000004, 0.41700000000000004, 0.47750000000000004, 0.5193, 0.669, 0.7403000000000001, 0.9062]"
L + CS-Veh,Veh-4,After,9,"[[0.039778526721232554, 12.947155180431537], [1.2040731824747233, -9.36032249813988]]",21,"[1293, 1417, 1593, 1787, 2003, 2227, 2477, 2735, 3021, 3307, 3644, 3970, 4292, 4643, 5101, 5535, 6046, 6594, 8262, 8781, 9185]","[0.1293, 0.14170000000000002, 0.1593, 0.1787, 0.2003, 0.2227, 0.2477, 0.2735, 0.30210000000000004, 0.3307, 0.3644, 0.397, 0.4292, 0.46430000000000005, 0.5101, 0.5535, 0.6046, 0.6594, 0.8262, 0.8781, 0.9185000000000001]"
