Group,Recording_ID,Label,Sweep_Number,Line_Points,N_Peaks,Peak_Indices,Peak_Times_s
L + ACR2-CTZ,CTZ-3,Before,0,"[[0.0894583801621272, 51.73899332682292], [1.0136698629809415, 28.09397379557292]]",0,[],[]
L + ACR2-CTZ,CTZ-3,Before,1,"[[0.0894583801621272, 51.73899332682292], [1.0136698629809415, 28.09397379557292]]",0,[],[]
L + ACR2-CTZ,CTZ-3,Before,2,"[[0.0894583801621272, 51.73899332682292], [1.0136698629809415, 28.09397379557292]]",0,[],[]
L + ACR2-CTZ,CTZ-3,Before,3,"[[0.0894583801621272, 51.73899332682292], [1.0136698629809415, 28.09397379557292]]",0,[],[]
L + ACR2-CTZ,CTZ-3,Before,4,"[[0.0894583801621272, 51.73899332682292], [1.0136698629809415, 28.09397379557292]]",0,[],[]
L + ACR2-CTZ,CTZ-3,Before,5,"[[0.0894583801621272, 51.73899332682292], [1.0136698629809415, 28.09397379557292]]",2,"[1323, 1381]","[0.1323, 0.1381]"
L + ACR2-CTZ,CTZ-3,Before,6,"[[0.0894583801621272, 51.73899332682292], [1.0136698629809415, 28.09397379557292]]",10,"[1283, 1436, 1645, 1834, 2321, 2493, 3586, 3783, 4298, 8545]","[0.1283, 0.1436, 0.1645, 0.1834, 0.2321, 0.24930000000000002, 0.35860000000000003, 0.3783, 0.4298, 0.8545]"
L + ACR2-CTZ,CTZ-3,Before,7,"[[0.0894583801621272, 51.73899332682292], [1.0136698629809415, 28.09397379557292]]",41,"[1283, 1412, 1549, 1681, 1806, 1934, 2058, 2209, 2338, 2743, 2882, 3304, 3617, 3786, 3980, 4124, 4266, 4448, 4594, 4732, 4892, 5209, 5356, 5536, 5695, 5970, 6115, 6309, 6546, 6708, 6859, 7009, 7173, 7782, 7946, 8104, 8728, 9246, 9760, 9931, 10092]","[0.1283, 0.14120000000000002, 0.1549, 0.1681, 0.1806, 0.19340000000000002, 0.2058, 0.2209, 0.2338, 0.2743, 0.2882, 0.3304, 0.3617, 0.3786, 0.398, 0.41240000000000004, 0.42660000000000003, 0.44480000000000003, 0.45940000000000003, 0.4732, 0.4892, 0.5209, 0.5356000000000001, 0.5536, 0.5695, 0.597, 0.6115, 0.6309, 0.6546000000000001, 0.6708000000000001, 0.6859000000000001, 0.7009000000000001, 0.7173, 0.7782, 0.7946000000000001, 0.8104, 0.8728, 0.9246000000000001, 0.9760000000000001, 0.9931000000000001, 1.0092]"
L + ACR2-CTZ,CTZ-3,Before,8,"[[0.0894583801621272, 51.73899332682292], [1.0136698629809415, 28.09397379557292]]",61,"[1264, 1365, 1466, 1573, 1683, 1784, 1894, 2006, 2114, 2219, 2332, 2436, 2546, 2656, 2767, 2879, 2986, 3106, 3219, 3342, 3459, 3577, 3693, 3814, 3924, 4061, 4196, 4335, 4466, 4603, 4726, 4840, 4965, 5100, 5241, 5384, 5521, 5645, 5762, 5908, 6314, 6447, 6579, 7062, 7186, 7315, 7452, 7626, 7746, 7874, 8028, 8172, 8324, 8639, 8776, 9181, 10191, 10317, 10456, 10592, 11135]","[0.1264, 0.1365, 0.1466, 0.1573, 0.1683, 0.1784, 0.1894, 0.2006, 0.2114, 0.22190000000000001, 0.23320000000000002, 0.2436, 0.2546, 0.2656, 0.2767, 0.2879, 0.29860000000000003, 0.3106, 0.3219, 0.3342, 0.34590000000000004, 0.3577, 0.3693, 0.3814, 0.3924, 0.4061, 0.41960000000000003, 0.4335, 0.4466, 0.46030000000000004, 0.4726, 0.48400000000000004, 0.4965, 0.51, 0.5241, 0.5384, 0.5521, 0.5645, 0.5762, 0.5908, 0.6314000000000001, 0.6447, 0.6579, 0.7062, 0.7186, 0.7315, 0.7452000000000001, 0.7626000000000001, 0.7746000000000001, 0.7874, 0.8028000000000001, 0.8172, 0.8324, 0.8639, 0.8776, 0.9181, 1.0191000000000001, 1.0317, 1.0456, 1.0592000000000001, 1.1135000000000002]"
L + ACR2-CTZ,CTZ-3,Before,9,"[[0.0894583801621272, 51.73899332682292], [1.0136698629809415, 28.09397379557292]]",44,"[1261, 1345, 1442, 1629, 1724, 1936, 2045, 2147, 2248, 2351, 2467, 2567, 2665, 2772, 2882, 3080, 3187, 3299, 3407, 3518, 3624, 3844, 3962, 4074, 4192, 4719, 5347, 5449, 5553, 5813, 5943, 5945, 6031, 6278, 6334, 6573, 6786, 6899, 6993, 7104, 7226, 9582, 9705, 9821]","[0.12610000000000002, 0.1345, 0.1442, 0.16290000000000002, 0.1724, 0.19360000000000002, 0.20450000000000002, 0.2147, 0.2248, 0.2351, 0.2467, 0.25670000000000004, 0.2665, 0.2772, 0.2882, 0.308, 0.31870000000000004, 0.3299, 0.3407, 0.3518, 0.3624, 0.3844, 0.3962, 0.40740000000000004, 0.4192, 0.47190000000000004, 0.5347000000000001, 0.5449, 0.5553, 0.5813, 0.5943, 0.5945, 0.6031000000000001, 0.6278, 0.6334000000000001, 0.6573, 0.6786, 0.6899000000000001, 0.6993, 0.7104, 0.7226, 0.9582, 0.9705, 0.9821000000000001]"
L + ACR2-CTZ,CTZ-3,After,0,"[[0.05789378033908027, 49.52014741443452], [1.0023066070446447, 50.814480251736114]]",0,[],[]
L + ACR2-CTZ,CTZ-3,After,1,"[[0.05789378033908027, 49.52014741443452], [1.0023066070446447, 50.814480251736114]]",0,[],[]
L + ACR2-CTZ,CTZ-3,After,2,"[[0.05789378033908027, 49.52014741443452], [1.0023066070446447, 50.814480251736114]]",0,[],[]
L + ACR2-CTZ,CTZ-3,After,3,"[[0.05789378033908027, 49.52014741443452], [1.0023066070446447, 50.814480251736114]]",0,[],[]
L + ACR2-CTZ,CTZ-3,After,4,"[[0.05789378033908027, 49.52014741443452], [1.0023066070446447, 50.814480251736114]]",0,[],[]
L + ACR2-CTZ,CTZ-3,After,5,"[[0.05789378033908027, 49.52014741443452], [1.0023066070446447, 50.814480251736114]]",0,[],[]
L + ACR2-CTZ,CTZ-3,After,6,"[[0.05789378033908027, 49.52014741443452], [1.0023066070446447, 50.814480251736114]]",0,[],[]
L + ACR2-CTZ,CTZ-3,After,7,"[[0.05789378033908027, 49.52014741443452], [1.0023066070446447, 50.814480251736114]]",1,[1283],[0.1283]
L + ACR2-CTZ,CTZ-3,After,8,"[[0.05789378033908027, 49.52014741443452], [1.0023066070446447, 50.814480251736114]]",1,[1281],[0.12810000000000002]
L + ACR2-CTZ,CTZ-3,After,9,"[[0.05789378033908027, 49.52014741443452], [1.0023066070446447, 50.814480251736114]]",0,[],[]
