Group,Recording_ID,Label,Sweep_Number,Peak_Index,Peak_Time_s,Peak_Time_ms,Peak_Voltage_mV
L + CS-Veh,Veh-7,Before,5,1377,0.13770000000000002,137.70000000000002,33.721923828125
L + CS-Veh,Veh-7,Before,6,1318,0.1318,131.8,34.820556640625
L + CS-Veh,Veh-7,Before,6,1518,0.15180000000000002,151.8,34.7900390625
L + CS-Veh,Veh-7,Before,6,1897,0.1897,189.70000000000002,34.637451171875
L + CS-Veh,Veh-7,Before,7,1296,0.1296,129.6,33.0810546875
L + CS-Veh,Veh-7,Before,7,1432,0.1432,143.2,33.660888671875
L + CS-Veh,Veh-7,Before,7,1641,0.1641,164.1,33.477783203125
L + CS-Veh,Veh-7,Before,7,1895,0.1895,189.5,32.684326171875
L + CS-Veh,Veh-7,Before,7,2193,0.21930000000000002,219.3,32.89794921875
L + CS-Veh,Veh-7,Before,7,2493,0.24930000000000002,249.3,32.135009765625
L + CS-Veh,Veh-7,Before,7,2789,0.27890000000000004,278.90000000000003,32.65380859375
L + CS-Veh,Veh-7,Before,7,3173,0.3173,317.3,31.097412109375
L + CS-Veh,Veh-7,Before,7,3568,0.3568,356.8,31.55517578125
L + CS-Veh,Veh-7,Before,7,3941,0.3941,394.1,31.92138671875
L + CS-Veh,Veh-7,Before,7,4313,0.4313,431.3,31.829833984375
L + CS-Veh,Veh-7,Before,7,4657,0.4657,465.7,31.158447265625
L + CS-Veh,Veh-7,Before,7,5169,0.5169,516.9,30.45654296875
L + CS-Veh,Veh-7,Before,7,6300,0.63,630.0,31.158447265625
L + CS-Veh,Veh-7,Before,7,6777,0.6777000000000001,677.7,30.548095703125
L + CS-Veh,Veh-7,Before,7,7880,0.788,788.0,30.975341796875
L + CS-Veh,Veh-7,Before,7,8998,0.8998,899.8000000000001,30.8837890625
L + CS-Veh,Veh-7,Before,7,10147,1.0147000000000002,1014.7000000000002,30.548095703125
L + CS-Veh,Veh-7,Before,7,11157,1.1157000000000001,1115.7,31.1279296875
L + CS-Veh,Veh-7,Before,8,1283,0.1283,128.3,31.43310546875
L + CS-Veh,Veh-7,Before,8,1389,0.1389,138.9,31.219482421875
L + CS-Veh,Veh-7,Before,8,1552,0.1552,155.20000000000002,31.646728515625
L + CS-Veh,Veh-7,Before,8,1747,0.17470000000000002,174.70000000000002,31.67724609375
L + CS-Veh,Veh-7,Before,8,1954,0.19540000000000002,195.4,31.341552734375
L + CS-Veh,Veh-7,Before,8,2172,0.2172,217.20000000000002,30.853271484375
L + CS-Veh,Veh-7,Before,8,2407,0.24070000000000003,240.70000000000002,30.09033203125
L + CS-Veh,Veh-7,Before,8,2656,0.2656,265.6,30.45654296875
L + CS-Veh,Veh-7,Before,8,2902,0.2902,290.2,29.4189453125
L + CS-Veh,Veh-7,Before,8,3170,0.317,317.0,29.052734375
L + CS-Veh,Veh-7,Before,8,3433,0.3433,343.3,29.266357421875
L + CS-Veh,Veh-7,Before,8,3704,0.3704,370.40000000000003,29.6630859375
L + CS-Veh,Veh-7,Before,8,3995,0.3995,399.5,29.083251953125
L + CS-Veh,Veh-7,Before,8,4261,0.42610000000000003,426.1,29.35791015625
L + CS-Veh,Veh-7,Before,8,4557,0.45570000000000005,455.70000000000005,29.541015625
L + CS-Veh,Veh-7,Before,8,4853,0.4853,485.3,28.9306640625
L + CS-Veh,Veh-7,Before,8,5174,0.5174,517.4,28.3203125
L + CS-Veh,Veh-7,Before,8,5482,0.5482,548.2,28.9306640625
L + CS-Veh,Veh-7,Before,8,5777,0.5777,577.7,28.6865234375
L + CS-Veh,Veh-7,Before,8,6081,0.6081,608.1,28.656005859375
L + CS-Veh,Veh-7,Before,8,6392,0.6392,639.2,28.839111328125
L + CS-Veh,Veh-7,Before,8,6672,0.6672,667.2,29.052734375
L + CS-Veh,Veh-7,Before,8,6965,0.6965,696.5,28.533935546875
L + CS-Veh,Veh-7,Before,8,7258,0.7258,725.8,27.9541015625
L + CS-Veh,Veh-7,Before,8,7572,0.7572,757.1999999999999,27.923583984375
L + CS-Veh,Veh-7,Before,8,7883,0.7883,788.3,28.80859375
L + CS-Veh,Veh-7,Before,8,8195,0.8195,819.5,28.472900390625
L + CS-Veh,Veh-7,Before,8,8507,0.8507,850.7,28.3203125
L + CS-Veh,Veh-7,Before,8,8812,0.8812000000000001,881.2,29.4189453125
L + CS-Veh,Veh-7,Before,8,9156,0.9156000000000001,915.6000000000001,28.01513671875
L + CS-Veh,Veh-7,Before,8,9487,0.9487000000000001,948.7,28.076171875
L + CS-Veh,Veh-7,Before,8,9819,0.9819,981.9,27.862548828125
L + CS-Veh,Veh-7,Before,8,10161,1.0161,1016.1,28.25927734375
L + CS-Veh,Veh-7,Before,8,10492,1.0492000000000001,1049.2,28.167724609375
L + CS-Veh,Veh-7,Before,8,10808,1.0808,1080.8,28.900146484375
L + CS-Veh,Veh-7,Before,8,11132,1.1132,1113.2,28.50341796875
L + CS-Veh,Veh-7,Before,9,1277,0.1277,127.7,29.876708984375
L + CS-Veh,Veh-7,Before,9,1366,0.1366,136.6,28.717041015625
L + CS-Veh,Veh-7,Before,9,1500,0.15,150.0,30.029296875
