Group,Recording_ID,Label,Sweep_Number,Line_Points,N_Peaks,Peak_Indices,Peak_Times_s
L + CS-Veh,Veh-1,Before,0,"[[0.03493906810035835, -13.07675800626241], [1.1527598566308244, -15.285358731708833]]",0,[],[]
L + CS-Veh,Veh-1,Before,1,"[[0.03493906810035835, -13.07675800626241], [1.1527598566308244, -15.285358731708833]]",0,[],[]
L + CS-Veh,Veh-1,Before,2,"[[0.03493906810035835, -13.07675800626241], [1.1527598566308244, -15.285358731708833]]",0,[],[]
L + CS-Veh,Veh-1,Before,3,"[[0.03493906810035835, -13.07675800626241], [1.1527598566308244, -15.285358731708833]]",16,"[1346, 1846, 2407, 3036, 3655, 4280, 5009, 5695, 6373, 7103, 7770, 8422, 9176, 9806, 10479, 11126]","[0.1346, 0.18460000000000001, 0.24070000000000003, 0.30360000000000004, 0.3655, 0.42800000000000005, 0.5009, 0.5695, 0.6373, 0.7103, 0.777, 0.8422000000000001, 0.9176000000000001, 0.9806, 1.0479, 1.1126]"
L + CS-Veh,Veh-1,Before,4,"[[0.03493906810035835, -13.07675800626241], [1.1527598566308244, -15.285358731708833]]",24,"[1288, 1566, 1908, 2282, 2681, 3084, 3518, 3935, 4350, 4790, 5237, 5680, 6110, 6554, 6973, 7426, 7850, 8272, 8710, 9132, 9557, 9986, 10420, 10836]","[0.1288, 0.15660000000000002, 0.1908, 0.22820000000000001, 0.2681, 0.3084, 0.3518, 0.3935, 0.435, 0.47900000000000004, 0.5237, 0.5680000000000001, 0.611, 0.6554, 0.6973, 0.7426, 0.785, 0.8272, 0.871, 0.9132, 0.9557, 0.9986, 1.042, 1.0836000000000001]"
L + CS-Veh,Veh-1,Before,5,"[[0.03493906810035835, -13.07675800626241], [1.1527598566308244, -15.285358731708833]]",31,"[1277, 1465, 1715, 1985, 2285, 2589, 2909, 3213, 3538, 3878, 4211, 4538, 4876, 5208, 5554, 5884, 6227, 6558, 6910, 7244, 7581, 7925, 8256, 8590, 8940, 9286, 9640, 9984, 10319, 10648, 10966]","[0.1277, 0.14650000000000002, 0.1715, 0.1985, 0.2285, 0.2589, 0.2909, 0.32130000000000003, 0.3538, 0.38780000000000003, 0.42110000000000003, 0.45380000000000004, 0.48760000000000003, 0.5208, 0.5554, 0.5884, 0.6227, 0.6558, 0.6910000000000001, 0.7244, 0.7581, 0.7925000000000001, 0.8256, 0.859, 0.894, 0.9286000000000001, 0.9640000000000001, 0.9984000000000001, 1.0319, 1.0648, 1.0966]"
L + CS-Veh,Veh-1,Before,6,"[[0.03493906810035835, -13.07675800626241], [1.1527598566308244, -15.285358731708833]]",37,"[1264, 1414, 1628, 1853, 2088, 2342, 2605, 2870, 3134, 3405, 3689, 3968, 4235, 4519, 4791, 5077, 5365, 5644, 5942, 6232, 6519, 6807, 7091, 7388, 7677, 7968, 8262, 8556, 8838, 9139, 9430, 9718, 10018, 10309, 10596, 10902, 11186]","[0.1264, 0.1414, 0.1628, 0.18530000000000002, 0.2088, 0.23420000000000002, 0.2605, 0.28700000000000003, 0.3134, 0.3405, 0.3689, 0.39680000000000004, 0.42350000000000004, 0.4519, 0.4791, 0.5077, 0.5365, 0.5644, 0.5942000000000001, 0.6232, 0.6519, 0.6807000000000001, 0.7091000000000001, 0.7388, 0.7677, 0.7968000000000001, 0.8262, 0.8556, 0.8838, 0.9139, 0.9430000000000001, 0.9718, 1.0018, 1.0309000000000001, 1.0596, 1.0902, 1.1186]"
L + CS-Veh,Veh-1,Before,7,"[[0.03493906810035835, -13.07675800626241], [1.1527598566308244, -15.285358731708833]]",41,"[1259, 1364, 1551, 1746, 1965, 2187, 2407, 2641, 2880, 3122, 3367, 3607, 3853, 4102, 4360, 4615, 4871, 5120, 5366, 5624, 5879, 6131, 6388, 6646, 6910, 7165, 7422, 7674, 7932, 8198, 8473, 8730, 8988, 9246, 9511, 9778, 10038, 10298, 10570, 10841, 11094]","[0.1259, 0.1364, 0.15510000000000002, 0.1746, 0.1965, 0.2187, 0.24070000000000003, 0.2641, 0.28800000000000003, 0.31220000000000003, 0.3367, 0.3607, 0.38530000000000003, 0.4102, 0.436, 0.4615, 0.48710000000000003, 0.512, 0.5366000000000001, 0.5624, 0.5879, 0.6131, 0.6388, 0.6646000000000001, 0.6910000000000001, 0.7165, 0.7422000000000001, 0.7674000000000001, 0.7932, 0.8198000000000001, 0.8473, 0.873, 0.8988, 0.9246000000000001, 0.9511000000000001, 0.9778, 1.0038, 1.0298, 1.0570000000000002, 1.0841, 1.1094000000000002]"
L + CS-Veh,Veh-1,Before,8,"[[0.03493906810035835, -13.07675800626241], [1.1527598566308244, -15.285358731708833]]",44,"[1252, 1340, 1506, 1679, 1869, 2068, 2271, 2478, 2693, 2913, 3139, 3363, 3587, 3819, 4051, 4276, 4508, 4737, 4967, 5199, 5439, 5681, 5928, 6176, 6418, 6654, 6896, 7146, 7390, 7636, 7877, 8116, 8365, 8597, 8850, 9106, 9349, 9587, 9841, 10092, 10334, 10586, 10839, 11097]","[0.1252, 0.134, 0.1506, 0.16790000000000002, 0.1869, 0.2068, 0.22710000000000002, 0.24780000000000002, 0.26930000000000004, 0.2913, 0.3139, 0.33630000000000004, 0.3587, 0.3819, 0.4051, 0.42760000000000004, 0.45080000000000003, 0.4737, 0.49670000000000003, 0.5199, 0.5439, 0.5681, 0.5928, 0.6176, 0.6418, 0.6654, 0.6896, 0.7146, 0.739, 0.7636000000000001, 0.7877000000000001, 0.8116, 0.8365, 0.8597, 0.885, 0.9106000000000001, 0.9349000000000001, 0.9587, 0.9841000000000001, 1.0092, 1.0334, 1.0586, 1.0839, 1.1097000000000001]"
L + CS-Veh,Veh-1,Before,9,"[[0.03493906810035835, -13.07675800626241], [1.1527598566308244, -15.285358731708833]]",46,"[1251, 1325, 1480, 1637, 1819, 2005, 2197, 2394, 2596, 2801, 3015, 3229, 3447, 3666, 3875, 4097, 4322, 4542, 4765, 5000, 5223, 5454, 5674, 5895, 6126, 6348, 6576, 6810, 7043, 7279, 7515, 7751, 7975, 8209, 8442, 8677, 8930, 9158, 9390, 9632, 9879, 10108, 10347, 10583, 10821, 11062]","[0.12510000000000002, 0.1325, 0.14800000000000002, 0.1637, 0.1819, 0.2005, 0.2197, 0.2394, 0.2596, 0.2801, 0.3015, 0.3229, 0.3447, 0.36660000000000004, 0.3875, 0.4097, 0.43220000000000003, 0.45420000000000005, 0.47650000000000003, 0.5, 0.5223, 0.5454, 0.5674, 0.5895, 0.6126, 0.6348, 0.6576000000000001, 0.681, 0.7043, 0.7279, 0.7515000000000001, 0.7751, 0.7975, 0.8209000000000001, 0.8442000000000001, 0.8677, 0.893, 0.9158000000000001, 0.9390000000000001, 0.9632000000000001, 0.9879, 1.0108000000000001, 1.0347, 1.0583, 1.0821, 1.1062]"
L + CS-Veh,Veh-1,After,0,"[[0.052489167067886366, -1.861281622023796], [1.1913625421280694, -17.066204737103163]]",0,[],[]
L + CS-Veh,Veh-1,After,1,"[[0.052489167067886366, -1.861281622023796], [1.1913625421280694, -17.066204737103163]]",0,[],[]
L + CS-Veh,Veh-1,After,2,"[[0.052489167067886366, -1.861281622023796], [1.1913625421280694, -17.066204737103163]]",0,[],[]
L + CS-Veh,Veh-1,After,3,"[[0.052489167067886366, -1.861281622023796], [1.1913625421280694, -17.066204737103163]]",17,"[1346, 1765, 2280, 2804, 3412, 4071, 4617, 5225, 5876, 6464, 7094, 7699, 8367, 9041, 9756, 10369, 11078]","[0.1346, 0.17650000000000002, 0.228, 0.28040000000000004, 0.3412, 0.4071, 0.4617, 0.5225000000000001, 0.5876, 0.6464000000000001, 0.7094, 0.7699, 0.8367, 0.9041, 0.9756, 1.0369000000000002, 1.1078000000000001]"
L + CS-Veh,Veh-1,After,4,"[[0.052489167067886366, -1.861281622023796], [1.1913625421280694, -17.066204737103163]]",24,"[1294, 1564, 1928, 2290, 2672, 3091, 3508, 3925, 4321, 4747, 5182, 5603, 6034, 6493, 6974, 7438, 7890, 8344, 8790, 9257, 9713, 10168, 10631, 11087]","[0.12940000000000002, 0.1564, 0.1928, 0.229, 0.2672, 0.30910000000000004, 0.3508, 0.3925, 0.43210000000000004, 0.4747, 0.5182, 0.5603, 0.6034, 0.6493, 0.6974, 0.7438, 0.789, 0.8344, 0.879, 0.9257000000000001, 0.9713, 1.0168000000000001, 1.0631000000000002, 1.1087]"
L + CS-Veh,Veh-1,After,5,"[[0.052489167067886366, -1.861281622023796], [1.1913625421280694, -17.066204737103163]]",30,"[1270, 1456, 1721, 1999, 2306, 2618, 2928, 3261, 3574, 3923, 4259, 4610, 4949, 5295, 5668, 6020, 6385, 6749, 7114, 7481, 7860, 8262, 8626, 9003, 9366, 9756, 10107, 10469, 10847, 11211]","[0.127, 0.1456, 0.1721, 0.19990000000000002, 0.2306, 0.26180000000000003, 0.2928, 0.3261, 0.3574, 0.39230000000000004, 0.4259, 0.461, 0.4949, 0.5295, 0.5668000000000001, 0.602, 0.6385000000000001, 0.6749, 0.7114, 0.7481, 0.786, 0.8262, 0.8626, 0.9003, 0.9366000000000001, 0.9756, 1.0107000000000002, 1.0469, 1.0847, 1.1211]"
L + CS-Veh,Veh-1,After,6,"[[0.052489167067886366, -1.861281622023796], [1.1913625421280694, -17.066204737103163]]",34,"[1258, 1390, 1596, 1826, 2074, 2332, 2598, 2877, 3168, 3448, 3732, 4026, 4327, 4632, 4933, 5236, 5557, 5870, 6171, 6484, 6804, 7115, 7431, 7760, 8094, 8419, 8759, 9089, 9435, 9780, 10102, 10425, 10751, 11094]","[0.1258, 0.139, 0.15960000000000002, 0.1826, 0.2074, 0.23320000000000002, 0.25980000000000003, 0.2877, 0.3168, 0.3448, 0.37320000000000003, 0.4026, 0.43270000000000003, 0.4632, 0.4933, 0.5236000000000001, 0.5557, 0.5870000000000001, 0.6171, 0.6484, 0.6804, 0.7115, 0.7431, 0.776, 0.8094, 0.8419000000000001, 0.8759, 0.9089, 0.9435, 0.9780000000000001, 1.0102, 1.0425, 1.0751, 1.1094000000000002]"
L + CS-Veh,Veh-1,After,7,"[[0.052489167067886366, -1.861281622023796], [1.1913625421280694, -17.066204737103163]]",36,"[1261, 1366, 1549, 1755, 1979, 2215, 2453, 2716, 2973, 3233, 3502, 3774, 4054, 4340, 4625, 4915, 5201, 5491, 5793, 6097, 6393, 6693, 6989, 7296, 7597, 7918, 8230, 8534, 8834, 9138, 9447, 9749, 10061, 10380, 10684, 11014]","[0.12610000000000002, 0.1366, 0.1549, 0.17550000000000002, 0.19790000000000002, 0.2215, 0.24530000000000002, 0.2716, 0.2973, 0.32330000000000003, 0.3502, 0.3774, 0.40540000000000004, 0.434, 0.4625, 0.49150000000000005, 0.5201, 0.5491, 0.5793, 0.6097, 0.6393, 0.6693, 0.6989000000000001, 0.7296, 0.7597, 0.7918000000000001, 0.8230000000000001, 0.8534, 0.8834000000000001, 0.9138000000000001, 0.9447000000000001, 0.9749000000000001, 1.0061, 1.038, 1.0684, 1.1014000000000002]"
