Group,Recording_ID,Label,Sweep_Number,Line_Points,N_Peaks,Peak_Indices,Peak_Times_s
L + CS-CTZ,CTZ-6,Before,0,"[[-0.03192831541218644, 11.137468059656499], [1.1250035842293906, 11.636040511436718]]",0,[],[]
L + CS-CTZ,CTZ-6,Before,1,"[[-0.03192831541218644, 11.137468059656499], [1.1250035842293906, 11.636040511436718]]",0,[],[]
L + CS-CTZ,CTZ-6,Before,2,"[[-0.03192831541218644, 11.137468059656499], [1.1250035842293906, 11.636040511436718]]",0,[],[]
L + CS-CTZ,CTZ-6,Before,3,"[[-0.03192831541218644, 11.137468059656499], [1.1250035842293906, 11.636040511436718]]",0,[],[]
L + CS-CTZ,CTZ-6,Before,4,"[[-0.03192831541218644, 11.137468059656499], [1.1250035842293906, 11.636040511436718]]",0,[],[]
L + CS-CTZ,CTZ-6,Before,5,"[[-0.03192831541218644, 11.137468059656499], [1.1250035842293906, 11.636040511436718]]",1,[1464],[0.1464]
L + CS-CTZ,CTZ-6,Before,6,"[[-0.03192831541218644, 11.137468059656499], [1.1250035842293906, 11.636040511436718]]",2,"[1339, 1514]","[0.13390000000000002, 0.1514]"
L + CS-CTZ,CTZ-6,Before,7,"[[-0.03192831541218644, 11.137468059656499], [1.1250035842293906, 11.636040511436718]]",5,"[1313, 1423, 1610, 1864, 2182]","[0.1313, 0.1423, 0.161, 0.1864, 0.2182]"
L + CS-CTZ,CTZ-6,Before,8,"[[-0.03192831541218644, 11.137468059656499], [1.1250035842293906, 11.636040511436718]]",11,"[1292, 1371, 1500, 1687, 1911, 2162, 2450, 2769, 3117, 3485, 3824]","[0.1292, 0.1371, 0.15, 0.16870000000000002, 0.19110000000000002, 0.2162, 0.24500000000000002, 0.27690000000000003, 0.31170000000000003, 0.34850000000000003, 0.3824]"
L + CS-CTZ,CTZ-6,Before,9,"[[-0.03192831541218644, 11.137468059656499], [1.1250035842293906, 11.636040511436718]]",18,"[1285, 1347, 1443, 1594, 1770, 1949, 2179, 2447, 2694, 2959, 4087, 4387, 4676, 4974, 6587, 6928, 7239, 11081]","[0.1285, 0.13470000000000001, 0.1443, 0.15940000000000001, 0.17700000000000002, 0.19490000000000002, 0.2179, 0.2447, 0.26940000000000003, 0.2959, 0.4087, 0.43870000000000003, 0.4676, 0.4974, 0.6587000000000001, 0.6928000000000001, 0.7239, 1.1081]"
L + CS-CTZ,CTZ-6,After,0,"[[0.03215214251324022, -16.20568475507048], [1.196446798266731, -12.645748473462788]]",0,[],[]
L + CS-CTZ,CTZ-6,After,1,"[[0.03215214251324022, -16.20568475507048], [1.196446798266731, -12.645748473462788]]",0,[],[]
L + CS-CTZ,CTZ-6,After,2,"[[0.03215214251324022, -16.20568475507048], [1.196446798266731, -12.645748473462788]]",0,[],[]
