Group,Recording_ID,Label,Sweep_Number,Peak_Index,Peak_Time_s,Peak_Time_ms,Peak_Voltage_mV
L + CS-CTZ,CTZ-6,Before,5,1464,0.1464,146.4,41.900634765625
L + CS-CTZ,CTZ-6,Before,6,1339,0.13390000000000002,133.9,43.243408203125
L + CS-CTZ,CTZ-6,Before,6,1514,0.1514,151.4,41.290283203125
L + CS-CTZ,CTZ-6,Before,7,1313,0.1313,131.3,42.938232421875
L + CS-CTZ,CTZ-6,Before,7,1423,0.1423,142.3,39.947509765625
L + CS-CTZ,CTZ-6,Before,7,1610,0.161,161.0,39.306640625
L + CS-CTZ,CTZ-6,Before,7,1864,0.1864,186.4,37.7197265625
L + CS-CTZ,CTZ-6,Before,7,2182,0.2182,218.20000000000002,36.895751953125
L + CS-CTZ,CTZ-6,Before,8,1292,0.1292,129.20000000000002,42.327880859375
L + CS-CTZ,CTZ-6,Before,8,1371,0.1371,137.1,38.51318359375
L + CS-CTZ,CTZ-6,Before,8,1500,0.15,150.0,37.109375
L + CS-CTZ,CTZ-6,Before,8,1687,0.16870000000000002,168.70000000000002,37.200927734375
L + CS-CTZ,CTZ-6,Before,8,1911,0.19110000000000002,191.10000000000002,36.102294921875
L + CS-CTZ,CTZ-6,Before,8,2162,0.2162,216.20000000000002,35.7666015625
L + CS-CTZ,CTZ-6,Before,8,2450,0.24500000000000002,245.00000000000003,34.515380859375
L + CS-CTZ,CTZ-6,Before,8,2769,0.27690000000000003,276.90000000000003,33.416748046875
L + CS-CTZ,CTZ-6,Before,8,3117,0.31170000000000003,311.70000000000005,32.562255859375
L + CS-CTZ,CTZ-6,Before,8,3485,0.34850000000000003,348.50000000000006,31.92138671875
L + CS-CTZ,CTZ-6,Before,8,3824,0.3824,382.40000000000003,31.67724609375
L + CS-CTZ,CTZ-6,Before,9,1285,0.1285,128.5,41.50390625
L + CS-CTZ,CTZ-6,Before,9,1347,0.13470000000000001,134.70000000000002,36.651611328125
L + CS-CTZ,CTZ-6,Before,9,1443,0.1443,144.3,34.942626953125
L + CS-CTZ,CTZ-6,Before,9,1594,0.15940000000000001,159.4,35.09521484375
L + CS-CTZ,CTZ-6,Before,9,1770,0.17700000000000002,177.00000000000003,35.33935546875
L + CS-CTZ,CTZ-6,Before,9,1949,0.19490000000000002,194.9,34.332275390625
L + CS-CTZ,CTZ-6,Before,9,2179,0.2179,217.9,33.3251953125
L + CS-CTZ,CTZ-6,Before,9,2447,0.2447,244.7,31.79931640625
L + CS-CTZ,CTZ-6,Before,9,2694,0.26940000000000003,269.40000000000003,31.3720703125
L + CS-CTZ,CTZ-6,Before,9,2959,0.2959,295.9,31.707763671875
L + CS-CTZ,CTZ-6,Before,9,4087,0.4087,408.7,28.533935546875
L + CS-CTZ,CTZ-6,Before,9,4387,0.43870000000000003,438.70000000000005,30.364990234375
L + CS-CTZ,CTZ-6,Before,9,4676,0.4676,467.6,29.998779296875
L + CS-CTZ,CTZ-6,Before,9,4974,0.4974,497.40000000000003,29.571533203125
L + CS-CTZ,CTZ-6,Before,9,6587,0.6587000000000001,658.7,27.28271484375
L + CS-CTZ,CTZ-6,Before,9,6928,0.6928000000000001,692.8000000000001,28.62548828125
L + CS-CTZ,CTZ-6,Before,9,7239,0.7239,723.9,29.60205078125
L + CS-CTZ,CTZ-6,Before,9,11081,1.1081,1108.1000000000001,27.557373046875
L + CS-CTZ,CTZ-6,After,5,1326,0.1326,132.6,40.374755859375
L + CS-CTZ,CTZ-6,After,5,1525,0.1525,152.5,38.055419921875
L + CS-CTZ,CTZ-6,After,5,4819,0.48190000000000005,481.90000000000003,36.1328125
L + CS-CTZ,CTZ-6,After,6,1306,0.1306,130.6,40.22216796875
L + CS-CTZ,CTZ-6,After,6,1432,0.1432,143.2,36.9873046875
L + CS-CTZ,CTZ-6,After,6,1628,0.1628,162.8,36.31591796875
L + CS-CTZ,CTZ-6,After,6,1929,0.19290000000000002,192.9,35.064697265625
L + CS-CTZ,CTZ-6,After,6,2276,0.22760000000000002,227.60000000000002,34.027099609375
L + CS-CTZ,CTZ-6,After,6,2885,0.28850000000000003,288.50000000000006,31.829833984375
L + CS-CTZ,CTZ-6,After,6,6694,0.6694,669.4,31.585693359375
L + CS-CTZ,CTZ-6,After,7,1293,0.1293,129.3,38.970947265625
L + CS-CTZ,CTZ-6,After,7,1377,0.13770000000000002,137.70000000000002,34.912109375
L + CS-CTZ,CTZ-6,After,7,1512,0.1512,151.2,34.1796875
L + CS-CTZ,CTZ-6,After,7,1685,0.1685,168.5,32.989501953125
L + CS-CTZ,CTZ-6,After,7,1900,0.19,190.0,34.027099609375
L + CS-CTZ,CTZ-6,After,7,2152,0.2152,215.2,32.958984375
L + CS-CTZ,CTZ-6,After,7,2441,0.2441,244.10000000000002,30.914306640625
L + CS-CTZ,CTZ-6,After,7,2748,0.2748,274.8,30.517578125
L + CS-CTZ,CTZ-6,After,7,3102,0.31020000000000003,310.20000000000005,30.1513671875
L + CS-CTZ,CTZ-6,After,7,4626,0.4626,462.6,28.289794921875
L + CS-CTZ,CTZ-6,After,7,4995,0.4995,499.5,29.35791015625
L + CS-CTZ,CTZ-6,After,7,5403,0.5403,540.3,27.28271484375
L + CS-CTZ,CTZ-6,After,7,6455,0.6455000000000001,645.5000000000001,26.397705078125
L + CS-CTZ,CTZ-6,After,7,6872,0.6872,687.2,26.9775390625
L + CS-CTZ,CTZ-6,After,7,8512,0.8512000000000001,851.2,26.092529296875
L + CS-CTZ,CTZ-6,After,7,10525,1.0525,1052.5,24.993896484375
L + CS-CTZ,CTZ-6,After,7,10917,1.0917000000000001,1091.7,27.008056640625
