Group,Recording_ID,Label,Sweep_Number,Line_Points,N_Peaks,Peak_Indices,Peak_Times_s
L + ACR2-CTZ,CTZ-5,Before,0,"[[0.041480188431095855, -15.156724717881929], [1.2459853176785671, -5.281430199032727]]",0,[],[]
L + ACR2-CTZ,CTZ-5,Before,1,"[[0.041480188431095855, -15.156724717881929], [1.2459853176785671, -5.281430199032727]]",0,[],[]
L + ACR2-CTZ,CTZ-5,Before,2,"[[0.041480188431095855, -15.156724717881929], [1.2459853176785671, -5.281430199032727]]",0,[],[]
L + ACR2-CTZ,CTZ-5,Before,3,"[[0.041480188431095855, -15.156724717881929], [1.2459853176785671, -5.281430199032727]]",4,"[1335, 1776, 4469, 9312]","[0.1335, 0.1776, 0.4469, 0.9312]"
L + ACR2-CTZ,CTZ-5,Before,4,"[[0.041480188431095855, -15.156724717881929], [1.2459853176785671, -5.281430199032727]]",28,"[1276, 1410, 1586, 1757, 1956, 2184, 2399, 2611, 2827, 3081, 3346, 3850, 4067, 4302, 5184, 5507, 5940, 6251, 6503, 7283, 7616, 8256, 8674, 9083, 9383, 9685, 10193, 10582]","[0.12760000000000002, 0.14100000000000001, 0.15860000000000002, 0.1757, 0.1956, 0.2184, 0.2399, 0.2611, 0.2827, 0.30810000000000004, 0.3346, 0.385, 0.4067, 0.4302, 0.5184, 0.5507000000000001, 0.5940000000000001, 0.6251, 0.6503, 0.7283000000000001, 0.7616, 0.8256, 0.8674000000000001, 0.9083, 0.9383, 0.9685, 1.0193, 1.0582]"
L + ACR2-CTZ,CTZ-5,Before,5,"[[0.041480188431095855, -15.156724717881929], [1.2459853176785671, -5.281430199032727]]",41,"[1264, 1354, 1462, 1588, 1734, 1880, 2024, 2194, 2369, 2545, 2702, 2873, 3085, 3263, 3441, 3617, 3807, 3997, 4174, 4433, 4620, 4838, 5032, 5263, 5499, 5726, 5947, 6200, 6417, 6695, 7706, 7980, 8214, 8441, 8655, 9313, 9570, 9831, 10589, 10857, 11083]","[0.1264, 0.13540000000000002, 0.1462, 0.1588, 0.1734, 0.188, 0.2024, 0.2194, 0.2369, 0.2545, 0.2702, 0.2873, 0.3085, 0.32630000000000003, 0.3441, 0.3617, 0.38070000000000004, 0.3997, 0.4174, 0.4433, 0.462, 0.4838, 0.5032, 0.5263, 0.5499, 0.5726, 0.5947, 0.62, 0.6417, 0.6695, 0.7706000000000001, 0.798, 0.8214, 0.8441000000000001, 0.8655, 0.9313, 0.9570000000000001, 0.9831000000000001, 1.0589, 1.0857, 1.1083]"
L + ACR2-CTZ,CTZ-5,Before,6,"[[0.041480188431095855, -15.156724717881929], [1.2459853176785671, -5.281430199032727]]",54,"[1259, 1343, 1447, 1562, 1680, 1798, 1934, 2070, 2208, 2368, 2515, 2668, 2813, 2970, 3128, 3301, 3471, 3642, 3805, 3978, 4162, 4328, 4490, 4698, 4885, 5076, 5294, 5470, 5656, 5874, 6073, 6256, 6495, 6740, 6941, 7200, 7393, 7654, 7858, 8090, 8340, 8588, 8800, 9005, 9212, 9411, 9617, 9846, 10087, 10292, 10491, 10812, 11021, 11214]","[0.1259, 0.1343, 0.1447, 0.1562, 0.168, 0.17980000000000002, 0.19340000000000002, 0.20700000000000002, 0.22080000000000002, 0.2368, 0.2515, 0.26680000000000004, 0.2813, 0.29700000000000004, 0.3128, 0.3301, 0.3471, 0.3642, 0.3805, 0.39780000000000004, 0.4162, 0.4328, 0.449, 0.4698, 0.48850000000000005, 0.5076, 0.5294, 0.547, 0.5656, 0.5874, 0.6073000000000001, 0.6256, 0.6495000000000001, 0.674, 0.6941, 0.7200000000000001, 0.7393000000000001, 0.7654000000000001, 0.7858, 0.809, 0.8340000000000001, 0.8588, 0.88, 0.9005000000000001, 0.9212, 0.9411, 0.9617, 0.9846, 1.0087000000000002, 1.0292000000000001, 1.0491000000000001, 1.0812000000000002, 1.1021, 1.1214]"
L + ACR2-CTZ,CTZ-5,Before,7,"[[0.041480188431095855, -15.156724717881929], [1.2459853176785671, -5.281430199032727]]",63,"[1257, 1320, 1400, 1490, 1591, 1702, 1814, 1929, 2047, 2167, 2286, 2406, 2536, 2681, 2814, 2970, 3114, 3257, 3404, 3547, 3675, 3813, 3946, 4090, 4234, 4384, 4549, 4722, 4892, 5072, 5247, 5415, 5579, 5736, 5909, 6071, 6215, 6390, 6559, 6743, 6973, 7174, 7345, 7504, 7661, 7865, 8038, 8220, 8395, 8595, 8792, 8967, 9225, 9447, 9627, 9803, 9985, 10178, 10332, 10506, 10724, 10944, 11100]","[0.1257, 0.132, 0.14, 0.149, 0.15910000000000002, 0.17020000000000002, 0.1814, 0.19290000000000002, 0.20470000000000002, 0.2167, 0.2286, 0.2406, 0.2536, 0.2681, 0.28140000000000004, 0.29700000000000004, 0.3114, 0.3257, 0.34040000000000004, 0.3547, 0.3675, 0.38130000000000003, 0.3946, 0.40900000000000003, 0.4234, 0.4384, 0.4549, 0.4722, 0.4892, 0.5072, 0.5247, 0.5415, 0.5579000000000001, 0.5736, 0.5909, 0.6071000000000001, 0.6215, 0.639, 0.6559, 0.6743, 0.6973, 0.7174, 0.7345, 0.7504000000000001, 0.7661, 0.7865000000000001, 0.8038000000000001, 0.8220000000000001, 0.8395, 0.8595, 0.8792000000000001, 0.8967, 0.9225000000000001, 0.9447000000000001, 0.9627, 0.9803000000000001, 0.9985, 1.0178, 1.0332000000000001, 1.0506, 1.0724, 1.0944, 1.11]"
L + ACR2-CTZ,CTZ-5,Before,8,"[[0.041480188431095855, -15.156724717881929], [1.2459853176785671, -5.281430199032727]]",71,"[1253, 1307, 1376, 1455, 1542, 1630, 1730, 1829, 1930, 2035, 2138, 2255, 2363, 2473, 2581, 2697, 2808, 2928, 3064, 3184, 3298, 3428, 3553, 3665, 3790, 3933, 4071, 4213, 4342, 4479, 4614, 4753, 4887, 5026, 5184, 5333, 5479, 5617, 5767, 5912, 6068, 6231, 6391, 6549, 6675, 6828, 6970, 7209, 7372, 7522, 7671, 7827, 7999, 8167, 8326, 8484, 8654, 8853, 8993, 9153, 9296, 9458, 9617, 9768, 9955, 10140, 10294, 10542, 10722, 10899, 11090]","[0.1253, 0.1307, 0.1376, 0.14550000000000002, 0.1542, 0.163, 0.17300000000000001, 0.1829, 0.193, 0.20350000000000001, 0.21380000000000002, 0.2255, 0.2363, 0.24730000000000002, 0.2581, 0.2697, 0.2808, 0.2928, 0.3064, 0.3184, 0.32980000000000004, 0.3428, 0.3553, 0.3665, 0.379, 0.39330000000000004, 0.4071, 0.4213, 0.43420000000000003, 0.4479, 0.46140000000000003, 0.4753, 0.4887, 0.5026, 0.5184, 0.5333, 0.5479, 0.5617, 0.5767, 0.5912000000000001, 0.6068, 0.6231, 0.6391, 0.6549, 0.6675, 0.6828000000000001, 0.6970000000000001, 0.7209, 0.7372000000000001, 0.7522000000000001, 0.7671, 0.7827000000000001, 0.7999, 0.8167000000000001, 0.8326, 0.8484, 0.8654000000000001, 0.8853000000000001, 0.8993, 0.9153, 0.9296000000000001, 0.9458000000000001, 0.9617, 0.9768, 0.9955, 1.014, 1.0294, 1.0542, 1.0722, 1.0899, 1.109]"
L + ACR2-CTZ,CTZ-5,Before,9,"[[0.041480188431095855, -15.156724717881929], [1.2459853176785671, -5.281430199032727]]",74,"[1251, 1300, 1364, 1438, 1517, 1605, 1689, 1777, 1869, 1967, 2067, 2167, 2261, 2361, 2464, 2573, 2682, 2790, 2905, 3016, 3130, 3234, 3354, 3476, 3602, 3717, 3842, 3948, 4068, 4196, 4319, 4436, 4556, 4692, 4813, 4941, 5081, 5205, 5346, 5477, 5615, 5736, 5870, 6013, 6154, 6299, 6442, 6578, 6697, 6829, 6970, 7119, 7271, 7451, 7581, 7727, 7877, 8008, 8207, 8344, 9066, 9194, 9321, 9458, 9611, 9758, 9886, 10044, 10185, 10302, 10430, 10577, 10942, 11068]","[0.12510000000000002, 0.13, 0.1364, 0.1438, 0.1517, 0.1605, 0.1689, 0.1777, 0.1869, 0.1967, 0.20670000000000002, 0.2167, 0.22610000000000002, 0.2361, 0.2464, 0.25730000000000003, 0.2682, 0.279, 0.29050000000000004, 0.30160000000000003, 0.313, 0.3234, 0.33540000000000003, 0.3476, 0.3602, 0.37170000000000003, 0.38420000000000004, 0.39480000000000004, 0.4068, 0.41960000000000003, 0.4319, 0.4436, 0.4556, 0.4692, 0.4813, 0.49410000000000004, 0.5081, 0.5205000000000001, 0.5346000000000001, 0.5477000000000001, 0.5615, 0.5736, 0.5870000000000001, 0.6013000000000001, 0.6154000000000001, 0.6299, 0.6442, 0.6578, 0.6697000000000001, 0.6829000000000001, 0.6970000000000001, 0.7119000000000001, 0.7271000000000001, 0.7451, 0.7581, 0.7727, 0.7877000000000001, 0.8008000000000001, 0.8207, 0.8344, 0.9066000000000001, 0.9194, 0.9321, 0.9458000000000001, 0.9611000000000001, 0.9758, 0.9886, 1.0044, 1.0185, 1.0302, 1.0430000000000001, 1.0577, 1.0942, 1.1068]"
L + ACR2-CTZ,CTZ-5,After,0,"[[0.02506659652311144, 5.039663163442469], [1.0073569430163323, 8.299521794394849]]",0,[],[]
L + ACR2-CTZ,CTZ-5,After,1,"[[0.02506659652311144, 5.039663163442469], [1.0073569430163323, 8.299521794394849]]",0,[],[]
L + ACR2-CTZ,CTZ-5,After,2,"[[0.02506659652311144, 5.039663163442469], [1.0073569430163323, 8.299521794394849]]",0,[],[]
L + ACR2-CTZ,CTZ-5,After,3,"[[0.02506659652311144, 5.039663163442469], [1.0073569430163323, 8.299521794394849]]",0,[],[]
L + ACR2-CTZ,CTZ-5,After,4,"[[0.02506659652311144, 5.039663163442469], [1.0073569430163323, 8.299521794394849]]",0,[],[]
L + ACR2-CTZ,CTZ-5,After,5,"[[0.02506659652311144, 5.039663163442469], [1.0073569430163323, 8.299521794394849]]",1,[1273],[0.1273]
L + ACR2-CTZ,CTZ-5,After,6,"[[0.02506659652311144, 5.039663163442469], [1.0073569430163323, 8.299521794394849]]",2,"[1262, 2695]","[0.1262, 0.2695]"
L + ACR2-CTZ,CTZ-5,After,7,"[[0.02506659652311144, 5.039663163442469], [1.0073569430163323, 8.299521794394849]]",8,"[1252, 1347, 1501, 1652, 1860, 2061, 3679, 6179]","[0.1252, 0.13470000000000001, 0.1501, 0.1652, 0.186, 0.2061, 0.3679, 0.6179]"
L + ACR2-CTZ,CTZ-5,After,8,"[[0.02506659652311144, 5.039663163442469], [1.0073569430163323, 8.299521794394849]]",8,"[1252, 1333, 1437, 1562, 1719, 2201, 3233, 3959]","[0.1252, 0.1333, 0.1437, 0.1562, 0.1719, 0.22010000000000002, 0.32330000000000003, 0.39590000000000003]"
L + ACR2-CTZ,CTZ-5,After,9,"[[0.02506659652311144, 5.039663163442469], [1.0073569430163323, 8.299521794394849]]",12,"[1249, 1315, 1400, 1510, 1652, 1779, 1929, 2088, 3130, 3493, 5560, 8154]","[0.12490000000000001, 0.1315, 0.14, 0.151, 0.1652, 0.1779, 0.19290000000000002, 0.2088, 0.313, 0.3493, 0.556, 0.8154]"
