Group,Recording_ID,Label,Sweep_Number,Peak_Index,Peak_Time_s,Peak_Time_ms,Peak_Voltage_mV
L + CS-CTZ,CTZ-2,Before,4,1319,0.13190000000000002,131.9,18.5546875
L + CS-CTZ,CTZ-2,Before,4,1616,0.16160000000000002,161.60000000000002,16.11328125
L + CS-CTZ,CTZ-2,Before,4,2062,0.20620000000000002,206.20000000000002,12.115478515625
L + CS-CTZ,CTZ-2,Before,5,1294,0.12940000000000002,129.4,17.51708984375
L + CS-CTZ,CTZ-2,Before,5,1491,0.1491,149.10000000000002,15.31982421875
L + CS-CTZ,CTZ-2,Before,5,1697,0.16970000000000002,169.70000000000002,14.70947265625
L + CS-CTZ,CTZ-2,Before,5,1934,0.19340000000000002,193.4,12.8173828125
L + CS-CTZ,CTZ-2,Before,5,2199,0.2199,219.9,11.260986328125
L + CS-CTZ,CTZ-2,Before,5,2452,0.2452,245.2,11.53564453125
L + CS-CTZ,CTZ-2,Before,5,2706,0.2706,270.6,11.871337890625
L + CS-CTZ,CTZ-2,Before,5,2982,0.2982,298.20000000000005,10.650634765625
L + CS-CTZ,CTZ-2,Before,5,3257,0.3257,325.7,10.162353515625
L + CS-CTZ,CTZ-2,Before,5,3524,0.3524,352.4,10.040283203125
L + CS-CTZ,CTZ-2,Before,6,1278,0.1278,127.8,16.4794921875
L + CS-CTZ,CTZ-2,Before,6,1426,0.1426,142.6,14.434814453125
L + CS-CTZ,CTZ-2,Before,6,1591,0.15910000000000002,159.10000000000002,12.8173828125
L + CS-CTZ,CTZ-2,Before,6,1762,0.1762,176.2,12.75634765625
L + CS-CTZ,CTZ-2,Before,6,1941,0.19410000000000002,194.10000000000002,10.589599609375
L + CS-CTZ,CTZ-2,Before,6,2119,0.2119,211.9,11.1083984375
L + CS-CTZ,CTZ-2,Before,6,2301,0.2301,230.1,10.986328125
L + CS-CTZ,CTZ-2,Before,6,2504,0.2504,250.4,10.040283203125
L + CS-CTZ,CTZ-2,Before,6,2697,0.2697,269.7,9.27734375
L + CS-CTZ,CTZ-2,Before,6,2890,0.28900000000000003,289.00000000000006,9.185791015625
L + CS-CTZ,CTZ-2,Before,6,3106,0.3106,310.59999999999997,8.30078125
L + CS-CTZ,CTZ-2,Before,6,3304,0.3304,330.40000000000003,9.429931640625
L + CS-CTZ,CTZ-2,Before,6,3517,0.3517,351.7,8.697509765625
L + CS-CTZ,CTZ-2,Before,6,3721,0.37210000000000004,372.1,8.941650390625
L + CS-CTZ,CTZ-2,Before,6,3927,0.3927,392.7,8.60595703125
L + CS-CTZ,CTZ-2,Before,6,4158,0.4158,415.8,7.62939453125
L + CS-CTZ,CTZ-2,Before,6,4372,0.43720000000000003,437.20000000000005,8.23974609375
L + CS-CTZ,CTZ-2,Before,6,4605,0.4605,460.5,6.77490234375
L + CS-CTZ,CTZ-2,Before,6,4825,0.48250000000000004,482.50000000000006,7.9345703125
L + CS-CTZ,CTZ-2,Before,6,5076,0.5076,507.6,5.096435546875
L + CS-CTZ,CTZ-2,Before,6,5299,0.5299,529.9000000000001,7.049560546875
L + CS-CTZ,CTZ-2,Before,6,5530,0.553,553.0,6.7138671875
L + CS-CTZ,CTZ-2,Before,6,5740,0.5740000000000001,574.0000000000001,8.697509765625
L + CS-CTZ,CTZ-2,Before,6,5994,0.5994,599.4000000000001,5.31005859375
L + CS-CTZ,CTZ-2,Before,6,6230,0.623,623.0,7.2021484375
L + CS-CTZ,CTZ-2,Before,6,6461,0.6461,646.1,7.50732421875
L + CS-CTZ,CTZ-2,Before,6,6703,0.6703,670.3,6.072998046875
L + CS-CTZ,CTZ-2,Before,6,6948,0.6948000000000001,694.8000000000001,6.103515625
L + CS-CTZ,CTZ-2,Before,7,1269,0.1269,126.9,15.472412109375
L + CS-CTZ,CTZ-2,Before,7,1389,0.1389,138.9,12.603759765625
L + CS-CTZ,CTZ-2,Before,7,1524,0.1524,152.4,11.566162109375
L + CS-CTZ,CTZ-2,Before,7,1669,0.16690000000000002,166.90000000000003,10.19287109375
L + CS-CTZ,CTZ-2,Before,7,1822,0.1822,182.2,9.429931640625
L + CS-CTZ,CTZ-2,Before,7,1976,0.1976,197.6,8.97216796875
L + CS-CTZ,CTZ-2,Before,7,2136,0.2136,213.60000000000002,8.97216796875
L + CS-CTZ,CTZ-2,Before,7,2294,0.22940000000000002,229.40000000000003,8.544921875
L + CS-CTZ,CTZ-2,Before,7,2462,0.2462,246.2,7.659912109375
L + CS-CTZ,CTZ-2,Before,7,2635,0.2635,263.5,7.232666015625
L + CS-CTZ,CTZ-2,Before,7,2808,0.2808,280.8,7.14111328125
L + CS-CTZ,CTZ-2,Before,7,2986,0.29860000000000003,298.6,6.988525390625
L + CS-CTZ,CTZ-2,Before,7,3158,0.3158,315.8,7.8125
L + CS-CTZ,CTZ-2,Before,7,3337,0.3337,333.7,6.439208984375
L + CS-CTZ,CTZ-2,Before,7,3519,0.3519,351.9,6.988525390625
L + CS-CTZ,CTZ-2,Before,7,3698,0.3698,369.8,6.500244140625
L + CS-CTZ,CTZ-2,Before,7,3887,0.38870000000000005,388.70000000000005,6.439208984375
L + CS-CTZ,CTZ-2,Before,7,4072,0.4072,407.2,6.591796875
L + CS-CTZ,CTZ-2,Before,7,4250,0.42500000000000004,425.00000000000006,6.500244140625
L + CS-CTZ,CTZ-2,Before,7,4453,0.44530000000000003,445.3,5.401611328125
L + CS-CTZ,CTZ-2,Before,7,4662,0.4662,466.2,5.096435546875
L + CS-CTZ,CTZ-2,Before,7,4861,0.48610000000000003,486.1,4.94384765625
L + CS-CTZ,CTZ-2,Before,7,5072,0.5072,507.2,5.462646484375
L + CS-CTZ,CTZ-2,Before,8,1263,0.1263,126.3,14.7705078125
L + CS-CTZ,CTZ-2,Before,8,1366,0.1366,136.6,10.955810546875
L + CS-CTZ,CTZ-2,Before,8,1482,0.1482,148.2,9.429931640625
L + CS-CTZ,CTZ-2,Before,8,1605,0.1605,160.5,8.36181640625
L + CS-CTZ,CTZ-2,Before,8,1735,0.17350000000000002,173.50000000000003,8.1787109375
L + CS-CTZ,CTZ-2,Before,8,1869,0.1869,186.9,7.476806640625
L + CS-CTZ,CTZ-2,Before,8,2005,0.2005,200.5,6.89697265625
L + CS-CTZ,CTZ-2,Before,8,2155,0.2155,215.5,6.04248046875
L + CS-CTZ,CTZ-2,Before,8,2296,0.2296,229.6,6.439208984375
L + CS-CTZ,CTZ-2,Before,8,2449,0.2449,244.9,5.462646484375
L + CS-CTZ,CTZ-2,Before,8,2588,0.25880000000000003,258.8,5.615234375
L + CS-CTZ,CTZ-2,Before,8,2735,0.2735,273.5,5.55419921875
L + CS-CTZ,CTZ-2,Before,8,2888,0.2888,288.8,5.218505859375
L + CS-CTZ,CTZ-2,Before,8,3037,0.3037,303.70000000000005,4.547119140625
L + CS-CTZ,CTZ-2,Before,8,3192,0.31920000000000004,319.20000000000005,4.608154296875
L + CS-CTZ,CTZ-2,Before,8,3345,0.3345,334.5,5.126953125
L + CS-CTZ,CTZ-2,Before,8,3508,0.3508,350.8,4.669189453125
L + CS-CTZ,CTZ-2,Before,8,3667,0.3667,366.70000000000005,4.547119140625
L + CS-CTZ,CTZ-2,Before,8,3835,0.3835,383.5,4.608154296875
L + CS-CTZ,CTZ-2,Before,8,4007,0.4007,400.7,3.753662109375
L + CS-CTZ,CTZ-2,Before,8,4184,0.4184,418.4,3.173828125
L + CS-CTZ,CTZ-2,Before,8,4354,0.4354,435.40000000000003,3.753662109375
L + CS-CTZ,CTZ-2,Before,8,4528,0.45280000000000004,452.8,3.2958984375
L + CS-CTZ,CTZ-2,Before,8,4702,0.4702,470.2,3.7841796875
L + CS-CTZ,CTZ-2,Before,8,4873,0.4873,487.3,4.39453125
L + CS-CTZ,CTZ-2,Before,8,5050,0.505,505.0,3.35693359375
L + CS-CTZ,CTZ-2,Before,8,5223,0.5223,522.3,4.150390625
L + CS-CTZ,CTZ-2,Before,8,5404,0.5404,540.4,2.960205078125
L + CS-CTZ,CTZ-2,Before,8,5584,0.5584,558.4,2.44140625
L + CS-CTZ,CTZ-2,Before,8,5759,0.5759000000000001,575.9000000000001,3.875732421875
L + CS-CTZ,CTZ-2,Before,8,5943,0.5943,594.3000000000001,2.8076171875
L + CS-CTZ,CTZ-2,Before,8,6117,0.6117,611.7,3.387451171875
L + CS-CTZ,CTZ-2,Before,8,6319,0.6319,631.9,1.190185546875
