Group,Recording_ID,Label,Sweep_Number,Line_Points,N_Peaks,Peak_Indices,Peak_Times_s
L + CS-Veh,Veh-3,Before,0,"[[0.05764874551971322, 12.368919735863102], [1.159068100358423, 14.303443545386912]]",0,[],[]
L + CS-Veh,Veh-3,Before,1,"[[0.05764874551971322, 12.368919735863102], [1.159068100358423, 14.303443545386912]]",0,[],[]
L + CS-Veh,Veh-3,Before,2,"[[0.05764874551971322, 12.368919735863102], [1.159068100358423, 14.303443545386912]]",0,[],[]
L + CS-Veh,Veh-3,Before,3,"[[0.05764874551971322, 12.368919735863102], [1.159068100358423, 14.303443545386912]]",0,[],[]
L + CS-Veh,Veh-3,Before,4,"[[0.05764874551971322, 12.368919735863102], [1.159068100358423, 14.303443545386912]]",0,[],[]
L + CS-Veh,Veh-3,Before,5,"[[0.05764874551971322, 12.368919735863102], [1.159068100358423, 14.303443545386912]]",0,[],[]
L + CS-Veh,Veh-3,Before,6,"[[0.05764874551971322, 12.368919735863102], [1.159068100358423, 14.303443545386912]]",2,"[1336, 1617]","[0.1336, 0.1617]"
L + CS-Veh,Veh-3,Before,7,"[[0.05764874551971322, 12.368919735863102], [1.159068100358423, 14.303443545386912]]",24,"[1306, 1494, 1706, 1936, 2181, 2451, 2713, 3012, 3329, 3684, 3993, 4308, 4651, 5040, 6493, 6781, 7138, 7483, 7897, 9516, 9860, 10256, 10623, 11069]","[0.1306, 0.1494, 0.1706, 0.19360000000000002, 0.21810000000000002, 0.2451, 0.2713, 0.3012, 0.33290000000000003, 0.3684, 0.39930000000000004, 0.4308, 0.4651, 0.504, 0.6493, 0.6781, 0.7138, 0.7483000000000001, 0.7897000000000001, 0.9516, 0.9860000000000001, 1.0256, 1.0623, 1.1069]"
L + CS-Veh,Veh-3,Before,8,"[[0.05764874551971322, 12.368919735863102], [1.159068100358423, 14.303443545386912]]",44,"[1293, 1449, 1620, 1804, 1992, 2188, 2399, 2600, 2804, 3012, 3226, 3443, 3661, 3891, 4126, 4352, 4584, 4813, 5052, 5298, 5544, 5780, 6010, 6251, 6497, 6732, 6963, 7206, 7442, 7672, 7922, 8160, 8396, 8616, 8854, 9094, 9326, 9562, 9795, 10033, 10271, 10507, 10753, 10999]","[0.1293, 0.1449, 0.162, 0.1804, 0.19920000000000002, 0.21880000000000002, 0.2399, 0.26, 0.28040000000000004, 0.3012, 0.3226, 0.3443, 0.36610000000000004, 0.3891, 0.4126, 0.43520000000000003, 0.45840000000000003, 0.4813, 0.5052, 0.5298, 0.5544, 0.5780000000000001, 0.601, 0.6251, 0.6497, 0.6732, 0.6963, 0.7206, 0.7442000000000001, 0.7672, 0.7922, 0.8160000000000001, 0.8396, 0.8616, 0.8854000000000001, 0.9094000000000001, 0.9326000000000001, 0.9562, 0.9795, 1.0033, 1.0271000000000001, 1.0507, 1.0753000000000001, 1.0999]"
L + CS-Veh,Veh-3,Before,9,"[[0.05764874551971322, 12.368919735863102], [1.159068100358423, 14.303443545386912]]",54,"[1282, 1416, 1558, 1709, 1871, 2033, 2191, 2354, 2524, 2692, 2870, 3048, 3224, 3403, 3585, 3765, 3949, 4138, 4319, 4501, 4684, 4866, 5046, 5227, 5417, 5606, 5799, 5997, 6178, 6371, 6563, 6748, 6941, 7135, 7333, 7523, 7730, 7918, 8114, 8308, 8506, 8694, 8890, 9082, 9278, 9473, 9671, 9870, 10068, 10262, 10455, 10649, 10851, 11044]","[0.1282, 0.1416, 0.1558, 0.1709, 0.18710000000000002, 0.2033, 0.21910000000000002, 0.2354, 0.2524, 0.2692, 0.28700000000000003, 0.3048, 0.3224, 0.3403, 0.35850000000000004, 0.3765, 0.39490000000000003, 0.4138, 0.4319, 0.4501, 0.46840000000000004, 0.48660000000000003, 0.5046, 0.5227, 0.5417000000000001, 0.5606, 0.5799000000000001, 0.5997, 0.6178, 0.6371, 0.6563, 0.6748000000000001, 0.6941, 0.7135, 0.7333000000000001, 0.7523000000000001, 0.773, 0.7918000000000001, 0.8114, 0.8308000000000001, 0.8506, 0.8694000000000001, 0.889, 0.9082, 0.9278000000000001, 0.9473, 0.9671000000000001, 0.9870000000000001, 1.0068000000000001, 1.0262, 1.0455, 1.0649, 1.0851, 1.1044]"
