Group,Recording_ID,Label,Sweep_Number,Line_Points,N_Peaks,Peak_Indices,Peak_Times_s
L + CS-Veh,Veh-5,Before,0,"[[0.021060931899641533, 6.145053439670136], [1.198179211469534, -9.868537055121536]]",0,[],[]
L + CS-Veh,Veh-5,Before,1,"[[0.021060931899641533, 6.145053439670136], [1.198179211469534, -9.868537055121536]]",0,[],[]
L + CS-Veh,Veh-5,Before,2,"[[0.021060931899641533, 6.145053439670136], [1.198179211469534, -9.868537055121536]]",0,[],[]
L + CS-Veh,Veh-5,Before,3,"[[0.021060931899641533, 6.145053439670136], [1.198179211469534, -9.868537055121536]]",0,[],[]
L + CS-Veh,Veh-5,Before,4,"[[0.021060931899641533, 6.145053439670136], [1.198179211469534, -9.868537055121536]]",0,[],[]
L + CS-Veh,Veh-5,Before,5,"[[0.021060931899641533, 6.145053439670136], [1.198179211469534, -9.868537055121536]]",1,[1462],[0.1462]
L + CS-Veh,Veh-5,Before,6,"[[0.021060931899641533, 6.145053439670136], [1.198179211469534, -9.868537055121536]]",6,"[1378, 1669, 2133, 2754, 4012, 8297]","[0.1378, 0.16690000000000002, 0.21330000000000002, 0.27540000000000003, 0.4012, 0.8297]"
L + CS-Veh,Veh-5,Before,7,"[[0.021060931899641533, 6.145053439670136], [1.198179211469534, -9.868537055121536]]",14,"[1346, 1550, 1881, 2261, 2647, 3111, 3638, 4292, 4948, 5444, 7578, 8194, 8836, 9599]","[0.1346, 0.155, 0.18810000000000002, 0.22610000000000002, 0.2647, 0.3111, 0.3638, 0.4292, 0.4948, 0.5444, 0.7578, 0.8194, 0.8836, 0.9599000000000001]"
L + CS-Veh,Veh-5,Before,8,"[[0.021060931899641533, 6.145053439670136], [1.198179211469534, -9.868537055121536]]",20,"[1332, 1480, 1743, 2055, 2385, 2725, 3092, 3492, 3898, 4334, 4870, 5421, 5907, 6364, 6947, 7490, 8109, 8771, 10222, 10849]","[0.1332, 0.14800000000000002, 0.1743, 0.20550000000000002, 0.23850000000000002, 0.2725, 0.30920000000000003, 0.3492, 0.38980000000000004, 0.4334, 0.48700000000000004, 0.5421, 0.5907, 0.6364000000000001, 0.6947, 0.749, 0.8109000000000001, 0.8771, 1.0222, 1.0849]"
L + CS-Veh,Veh-5,Before,9,"[[0.021060931899641533, 6.145053439670136], [1.198179211469534, -9.868537055121536]]",24,"[1320, 1454, 1679, 1948, 2251, 2577, 2932, 3312, 3692, 4113, 4518, 4980, 5415, 5852, 6249, 6669, 7192, 7675, 8219, 8724, 9248, 9735, 10244, 10813]","[0.132, 0.1454, 0.16790000000000002, 0.1948, 0.22510000000000002, 0.2577, 0.2932, 0.3312, 0.36920000000000003, 0.4113, 0.45180000000000003, 0.498, 0.5415, 0.5852, 0.6249, 0.6669, 0.7192000000000001, 0.7675000000000001, 0.8219000000000001, 0.8724000000000001, 0.9248000000000001, 0.9735, 1.0244, 1.0813000000000001]"
L + CS-Veh,Veh-5,After,0,"[[-0.008521906596052009, 1.463753836495556], [1.1595859412614349, -1.7187935965401664]]",0,[],[]
L + CS-Veh,Veh-5,After,1,"[[-0.008521906596052009, 1.463753836495556], [1.1595859412614349, -1.7187935965401664]]",0,[],[]
L + CS-Veh,Veh-5,After,2,"[[-0.008521906596052009, 1.463753836495556], [1.1595859412614349, -1.7187935965401664]]",0,[],[]
L + CS-Veh,Veh-5,After,3,"[[-0.008521906596052009, 1.463753836495556], [1.1595859412614349, -1.7187935965401664]]",0,[],[]
L + CS-Veh,Veh-5,After,4,"[[-0.008521906596052009, 1.463753836495556], [1.1595859412614349, -1.7187935965401664]]",0,[],[]
L + CS-Veh,Veh-5,After,5,"[[-0.008521906596052009, 1.463753836495556], [1.1595859412614349, -1.7187935965401664]]",2,"[1447, 2076]","[0.1447, 0.2076]"
L + CS-Veh,Veh-5,After,6,"[[-0.008521906596052009, 1.463753836495556], [1.1595859412614349, -1.7187935965401664]]",11,"[1388, 1661, 2066, 2514, 3066, 3784, 4673, 5577, 6824, 7687, 10219]","[0.1388, 0.1661, 0.2066, 0.2514, 0.30660000000000004, 0.3784, 0.46730000000000005, 0.5577, 0.6824, 0.7687, 1.0219]"
L + CS-Veh,Veh-5,After,7,"[[-0.008521906596052009, 1.463753836495556], [1.1595859412614349, -1.7187935965401664]]",17,"[1345, 1532, 1842, 2181, 2550, 2937, 3364, 3792, 4357, 4843, 5381, 6633, 7302, 7934, 8607, 9409, 10158]","[0.1345, 0.1532, 0.1842, 0.21810000000000002, 0.255, 0.2937, 0.33640000000000003, 0.37920000000000004, 0.43570000000000003, 0.4843, 0.5381, 0.6633, 0.7302000000000001, 0.7934, 0.8607, 0.9409000000000001, 1.0158]"
L + CS-Veh,Veh-5,After,8,"[[-0.008521906596052009, 1.463753836495556], [1.1595859412614349, -1.7187935965401664]]",21,"[1327, 1467, 1722, 2014, 2321, 2684, 3068, 3448, 3881, 4437, 4944, 5470, 6054, 6577, 7186, 7734, 8429, 9015, 9553, 10096, 10705]","[0.1327, 0.1467, 0.17220000000000002, 0.20140000000000002, 0.2321, 0.2684, 0.3068, 0.3448, 0.3881, 0.44370000000000004, 0.4944, 0.547, 0.6054, 0.6577000000000001, 0.7186, 0.7734000000000001, 0.8429000000000001, 0.9015000000000001, 0.9553, 1.0096, 1.0705]"
