Group,Recording_ID,Label,Sweep_Number,Line_Points,N_Peaks,Peak_Indices,Peak_Times_s
L + CS-Veh,Veh-8,After,0,"[[0.023254694270582577, 7.591683523995556], [1.2574578719306693, 14.234924316406264]]",0,[],[]
L + CS-Veh,Veh-8,After,1,"[[0.023254694270582577, 7.591683523995556], [1.2574578719306693, 14.234924316406264]]",0,[],[]
L + CS-Veh,Veh-8,After,2,"[[0.023254694270582577, 7.591683523995556], [1.2574578719306693, 14.234924316406264]]",0,[],[]
L + CS-Veh,Veh-8,After,3,"[[0.023254694270582577, 7.591683523995556], [1.2574578719306693, 14.234924316406264]]",0,[],[]
L + CS-Veh,Veh-8,After,4,"[[0.023254694270582577, 7.591683523995556], [1.2574578719306693, 14.234924316406264]]",4,"[1650, 2808, 7469, 11165]","[0.165, 0.2808, 0.7469, 1.1165]"
L + CS-Veh,Veh-8,After,5,"[[0.023254694270582577, 7.591683523995556], [1.2574578719306693, 14.234924316406264]]",8,"[1441, 1840, 2520, 3405, 4547, 5986, 7862, 10166]","[0.1441, 0.184, 0.252, 0.3405, 0.45470000000000005, 0.5986, 0.7862, 1.0166]"
L + CS-Veh,Veh-8,After,6,"[[0.023254694270582577, 7.591683523995556], [1.2574578719306693, 14.234924316406264]]",13,"[1370, 1636, 2067, 2552, 3156, 3872, 4590, 5412, 6457, 7348, 8478, 9445, 10328]","[0.137, 0.1636, 0.20670000000000002, 0.25520000000000004, 0.3156, 0.38720000000000004, 0.459, 0.5412, 0.6457, 0.7348, 0.8478, 0.9445, 1.0328]"
L + CS-Veh,Veh-8,After,7,"[[0.023254694270582577, 7.591683523995556], [1.2574578719306693, 14.234924316406264]]",18,"[1341, 1557, 1876, 2255, 2665, 3124, 3625, 4195, 4813, 5473, 6088, 6652, 7198, 7971, 8618, 9245, 10073, 10705]","[0.1341, 0.1557, 0.18760000000000002, 0.2255, 0.2665, 0.3124, 0.36250000000000004, 0.41950000000000004, 0.4813, 0.5473, 0.6088, 0.6652, 0.7198, 0.7971, 0.8618, 0.9245000000000001, 1.0073, 1.0705]"
L + CS-Veh,Veh-8,After,8,"[[0.023254694270582577, 7.591683523995556], [1.2574578719306693, 14.234924316406264]]",24,"[1323, 1494, 1745, 2049, 2375, 2764, 3156, 3571, 3976, 4425, 4846, 5290, 5762, 6242, 6734, 7226, 7787, 8259, 8766, 9235, 9705, 10188, 10694, 11244]","[0.1323, 0.1494, 0.17450000000000002, 0.2049, 0.23750000000000002, 0.27640000000000003, 0.3156, 0.35710000000000003, 0.3976, 0.4425, 0.48460000000000003, 0.529, 0.5762, 0.6242, 0.6734, 0.7226, 0.7787000000000001, 0.8259000000000001, 0.8766, 0.9235000000000001, 0.9705, 1.0188000000000001, 1.0694000000000001, 1.1244]"
L + CS-Veh,Veh-8,After,9,"[[0.023254694270582577, 7.591683523995556], [1.2574578719306693, 14.234924316406264]]",28,"[1315, 1464, 1687, 1954, 2226, 2511, 2837, 3167, 3525, 3886, 4253, 4612, 4967, 5320, 5684, 6076, 6485, 6862, 7269, 7655, 8047, 8420, 8848, 9256, 9691, 10118, 10537, 10954]","[0.1315, 0.1464, 0.16870000000000002, 0.19540000000000002, 0.22260000000000002, 0.2511, 0.2837, 0.31670000000000004, 0.35250000000000004, 0.3886, 0.4253, 0.4612, 0.49670000000000003, 0.532, 0.5684, 0.6076, 0.6485000000000001, 0.6862, 0.7269, 0.7655000000000001, 0.8047000000000001, 0.8420000000000001, 0.8848, 0.9256000000000001, 0.9691000000000001, 1.0118, 1.0537, 1.0954000000000002]"
